event_id,timestamp,object_id,event_type,yolo_class,yolo_conf,rescue_label,display_label,score_yolo,score_posture,score_motion,score_gesture,score_roi,score_operator,score_total,score_reason,rescue_score,ai_rescue_score,display_status,analysis_status,ai_status,final_status,final_priority,status,posture_status,motion_status,gesture_status,roi_status,pose_state,pose_reasons,gps_lat,gps_lon,weather_source,weather_location,weather_temperature_c,weather_humidity_percent,weather_wind_speed_ms,weather_rain_probability_1h,weather_precipitation_1h_mm,weather_rain_probability_3h,weather_precipitation_3h_mm,weather_assessment,weather_recommendation,operator_decision,image_full_path,image_crop_path,video_replay_path,mission_state
20260608_001945_ID1_OPERATOR_TRACK_MORE,2026-06-08 00:19:45,1,OPERATOR_TRACK_MORE,normal_person,0.872,BINH_THUONG,BÌNH THƯỜNG,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,TRACK_MORE,NORMAL,NORMAL,0,NORMAL,sitting,stationary,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,30.2,74,9.3,4,0.0,4,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",TRACK_MORE,,,,TRACKING
20260608_002014_ID8_OPERATOR_TRACK_MORE,2026-06-08 00:20:14,8,OPERATOR_TRACK_MORE,normal_person,0.658,BINH_THUONG,BÌNH THƯỜNG,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,TRACK_MORE,NORMAL,NORMAL,0,NORMAL,sitting,stable,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,30.2,74,9.3,4,0.0,4,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",TRACK_MORE,,,,TRACKING
20260608_002021_ID1_OPERATOR_TRACK_MORE,2026-06-08 00:20:21,1,OPERATOR_TRACK_MORE,normal_person,0.901,BINH_THUONG,BÌNH THƯỜNG,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,TRACK_MORE,NORMAL,NORMAL,0,NORMAL,sitting,slight_motion,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,30.2,74,9.3,4,0.0,4,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",TRACK_MORE,,,,TRACKING
20260608_002024_ID8_OPERATOR_TRACK_MORE,2026-06-08 00:20:24,8,OPERATOR_TRACK_MORE,normal_person,0.536,BINH_THUONG,BÌNH THƯỜNG,0,0,30,0,0,0,30,YOLO: normal_person +0; Chuyển động: bất động lâu +30; Operator: TRACK_MORE +0,30,30,NORMAL,TRACK_MORE,NORMAL,NORMAL,30,NORMAL,sitting,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,30.2,74,9.3,4,0.0,4,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",TRACK_MORE,,,,TRACKING
20260608_002057_ID8_OPERATOR_TRACK_MORE,2026-06-08 00:20:57,8,OPERATOR_TRACK_MORE,normal_person,0.797,BINH_THUONG,BÌNH THƯỜNG,0,0,30,0,0,0,30,YOLO: normal_person +0; Chuyển động: bất động lâu +30; Operator: TRACK_MORE +0,30,30,NORMAL,TRACK_MORE,NORMAL,NORMAL,30,NORMAL,sitting,dangerous_motionless,none,outside_roi,BINH_THUONG,,,,Open-Meteo,Hà Nội,30.2,74,9.3,4,0.0,4,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",TRACK_MORE,,,,TRACKING
20260608_003944_ID1_OPERATOR_TRACK_MORE,2026-06-08 00:39:44,1,OPERATOR_TRACK_MORE,normal_person,0.899,BINH_THUONG,BÌNH THƯỜNG,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,TRACK_MORE,NORMAL,NORMAL,0,NORMAL,sitting,stationary,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,30.1,75,8.6,4,0.0,4,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",TRACK_MORE,,,,TRACKING
20260609_103856_ID1_OPERATOR_CONFIRMED,2026-06-09 10:38:56,1,OPERATOR_CONFIRMED,normal_person,0.868,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,sitting,moving,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,22.9,89,8.6,63,0.4,63,0.5,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260609_104208_ID1_AUTO_DANGER,2026-06-09 10:42:08,1,AUTO_DANGER,victim,0.895,NGUY_HIEM,NGHI NẠN NHÂN,10,30,0,50,0,0,90,YOLO phát hiện lying_person +10; Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay vẫy rõ +50; Nằm/ngã + giơ 2 tay vẫy rõ -> tối thiểu 75,90,90,DANGER,DANGER,DANGER,DANGER,90,DANGER,lying_or_fallen,slight_motion,two_hands_waving,roi_disabled,CAN_CUU_GIUP,2 tay gio len;2 tay vay cau cuu,,,Open-Meteo,Hà Nội,22.9,89,8.6,63,0.4,63,0.5,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260609_104208_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260609_104208_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260609_104208_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260609_104248_ID1_OPERATOR_CONFIRMED,2026-06-09 10:42:48,1,OPERATOR_CONFIRMED,normal_person,0.880,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,sitting,stable,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,22.9,89,8.6,63,0.4,63,0.5,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260609_104334_ID1_OPERATOR_CONFIRMED,2026-06-09 10:43:34,1,OPERATOR_CONFIRMED,victim,0.877,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,10,30,0,0,0,0,40,YOLO phát hiện lying_person +10; Tư thế: nghi nằm/ngã +30,40,40,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,lying_or_fallen,slight_motion,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,22.9,89,8.6,63,0.4,63,0.5,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260609_104420_ID1_OPERATOR_CONFIRMED,2026-06-09 10:44:20,1,OPERATOR_CONFIRMED,normal_person,0.885,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,sitting,stable,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,22.9,89,8.6,63,0.4,63,0.5,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260609_104428_ID1_OPERATOR_FALSE_ALARM,2026-06-09 10:44:28,1,OPERATOR_FALSE_ALARM,normal_person,0.879,BAO_NHAM,BÁO NHẦM,0,0,30,0,0,0,30,"YOLO: normal_person +0; Chuyển động: bất động lâu +30; Operator: CONFIRMED, không cộng vào AI Score",30,30,NORMAL,NORMAL,NORMAL,FALSE_ALARM,0,NORMAL,sitting,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,22.9,89,8.6,63,0.4,63,0.5,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",FALSE_ALARM,,,,VICTIM_CONFIRMED
20260609_104445_ID1_OPERATOR_CONFIRMED,2026-06-09 10:44:45,1,OPERATOR_CONFIRMED,victim,0.892,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,10,0,30,0,0,0,40,YOLO nghi victim +10; Chuyển động: bất động lâu +30,40,40,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,sitting,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,22.9,89,8.6,63,0.4,63,0.5,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260609_104445_ID1_AUTO_DANGER,2026-06-09 10:44:45,1,AUTO_DANGER,victim,0.901,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,25,30,30,0,0,0,85,"YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30; Operator: CONFIRMED, không cộng vào AI Score",85,85,DANGER,DANGER,DANGER,CONFIRMED_VICTIM,95,DANGER,lying_or_fallen,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,22.9,89,8.6,63,0.4,63,0.5,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260609_104445_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260609_104445_ID1_AUTO_DANGER_crop.jpg,,VICTIM_CONFIRMED
20260609_104449_ID1_OPERATOR_FALSE_ALARM,2026-06-09 10:44:49,1,OPERATOR_FALSE_ALARM,normal_person,0.889,BAO_NHAM,BÁO NHẦM,0,30,30,0,0,0,60,"YOLO: normal_person +0; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30; Operator: CONFIRMED, không cộng vào AI Score",60,60,WARNING,WARNING,WARNING,FALSE_ALARM,0,WARNING,lying_or_fallen,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,22.9,89,8.6,63,0.4,63,0.5,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",FALSE_ALARM,,,,VICTIM_CONFIRMED
20260609_104506_ID1_OPERATOR_CONFIRMED,2026-06-09 10:45:06,1,OPERATOR_CONFIRMED,normal_person,0.888,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,sitting,moving,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,22.9,89,8.6,63,0.4,63,0.5,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260609_104509_ID1_OPERATOR_FALSE_ALARM,2026-06-09 10:45:09,1,OPERATOR_FALSE_ALARM,normal_person,0.884,BAO_NHAM,BÁO NHẦM,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,FALSE_ALARM,0,NORMAL,sitting,stable,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,22.9,89,8.6,63,0.4,63,0.5,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",FALSE_ALARM,,,,VICTIM_CONFIRMED
20260610_183447_ID2_AUTO_DANGER,2026-06-10 18:34:47,2,AUTO_DANGER,victim,0.915,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,50,0,0,100,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay vẫy rõ +50; Nằm/ngã + giơ 2 tay vẫy rõ -> tối thiểu 75,100,100,DANGER,DANGER,DANGER,DANGER,100,DANGER,lying_or_fallen,slight_motion,two_hands_waving,roi_disabled,CAN_CUU_GIUP,2 tay gio len;2 tay vay cau cuu,,,Open-Meteo,Hà Nội,28.3,72,7.5,0,0.0,3,0.0,TỐT,Điều kiện thời tiết phù hợp để bay thử nghiệm,AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260610_183447_ID2_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260610_183447_ID2_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260610_183447_ID2_AUTO_DANGER.mp4,DANGER_ALERT
20260610_183622_ID2_AUTO_DANGER,2026-06-10 18:36:22,2,AUTO_DANGER,victim,0.943,NGUY_HIEM,NGHI NẠN NHÂN,25,30,30,0,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,28.3,72,7.5,0,0.0,3,0.0,TỐT,Điều kiện thời tiết phù hợp để bay thử nghiệm,AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260610_183622_ID2_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260610_183622_ID2_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260610_183622_ID2_AUTO_DANGER.mp4,DANGER_ALERT
20260610_183647_ID4_AUTO_DANGER,2026-06-10 18:36:47,4,AUTO_DANGER,victim,0.901,NGUY_HIEM,NGHI NẠN NHÂN,25,30,30,0,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,28.3,72,7.5,0,0.0,3,0.0,TỐT,Điều kiện thời tiết phù hợp để bay thử nghiệm,AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260610_183647_ID4_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260610_183647_ID4_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260610_183647_ID4_AUTO_DANGER.mp4,DANGER_ALERT
20260610_183649_ID4_OPERATOR_TRACK_MORE,2026-06-10 18:36:49,4,OPERATOR_TRACK_MORE,normal_person,0.876,NGUY_HIEM,NGHI NẠN NHÂN,10,30,30,0,0,0,70,YOLO phát hiện lying_person +10; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30,70,70,WARNING,TRACK_MORE,WARNING,WARNING,70,WARNING,lying_or_fallen,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,28.3,72,7.5,0,0.0,3,0.0,TỐT,Điều kiện thời tiết phù hợp để bay thử nghiệm,TRACK_MORE,,,,WARNING
20260610_183653_ID2_OPERATOR_TRACK_MORE,2026-06-10 18:36:53,2,OPERATOR_TRACK_MORE,normal_person,0.941,BINH_THUONG,BÌNH THƯỜNG,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,TRACK_MORE,NORMAL,NORMAL,0,NORMAL,sitting,stable,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,28.3,72,7.5,0,0.0,3,0.0,TỐT,Điều kiện thời tiết phù hợp để bay thử nghiệm,TRACK_MORE,,,,TRACKING
20260610_183755_ID2_AUTO_DANGER,2026-06-10 18:37:55,2,AUTO_DANGER,victim,0.919,NGUY_HIEM,NGHI NẠN NHÂN,25,30,30,0,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,28.3,72,7.5,0,0.0,3,0.0,TỐT,Điều kiện thời tiết phù hợp để bay thử nghiệm,AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260610_183755_ID2_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260610_183755_ID2_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260610_183755_ID2_AUTO_DANGER.mp4,DANGER_ALERT
20260612_095445_ID9_AUTO_DANGER,2026-06-12 09:54:45,9,AUTO_DANGER,victim,1.000,NGUY_HIEM,NGHI NẠN NHÂN,25,30,30,0,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,30.0,72,9.8,8,0.1,14,0.1,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_095445_ID9_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_095445_ID9_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_095445_ID9_AUTO_DANGER.mp4,DANGER_ALERT
20260612_095523_ID19_AUTO_DANGER,2026-06-12 09:55:23,19,AUTO_DANGER,victim,0.883,NGUY_HIEM,NGHI NẠN NHÂN,10,30,30,15,0,0,85,YOLO phát hiện lying_person +10; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30; Cử chỉ: giơ 1 tay +15,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,dangerous_motionless,one_hand_raised,roi_disabled,CAN_CUU_GIUP,gio tay;truc co the nam ngang;than nguoi nam ngang,,,Open-Meteo,Hà Nội,30.0,72,9.8,8,0.1,14,0.1,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_095523_ID19_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_095523_ID19_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_095523_ID19_AUTO_DANGER.mp4,DANGER_ALERT
20260612_102001_ID1_AUTO_DANGER,2026-06-12 10:20:01,1,AUTO_DANGER,victim,1.000,NGUY_HIEM,NGHI NẠN NHÂN,25,30,30,0,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,30.3,70,10.6,10,0.0,16,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_102001_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_102001_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_102001_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_102539_ID1_OPERATOR_CONFIRMED,2026-06-12 10:25:39,1,OPERATOR_CONFIRMED,normal_person,1.000,DA_XAC_NHAN,ĐÃ XÁC NHẬN NẠN NHÂN,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,NORMAL,NORMAL,CONFIRMED_VICTIM,95,NORMAL,sitting,stable,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,30.3,70,10.6,10,0.0,16,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",CONFIRMED,,,,TRACKING
20260612_102540_ID1_OPERATOR_FALSE_ALARM,2026-06-12 10:25:40,1,OPERATOR_FALSE_ALARM,normal_person,1.000,BAO_NHAM,BÁO NHẦM,0,0,30,0,0,0,30,"YOLO: normal_person +0; Chuyển động: bất động lâu +30; Operator: CONFIRMED, không cộng vào AI Score",30,30,NORMAL,NORMAL,NORMAL,FALSE_ALARM,0,NORMAL,sitting,dangerous_motionless,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,30.3,70,10.6,10,0.0,16,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",FALSE_ALARM,,,,VICTIM_CONFIRMED
20260612_102735_ID31_AUTO_DANGER,2026-06-12 10:27:35,31,AUTO_DANGER,victim,0.909,NGUY_HIEM,NGHI NẠN NHÂN,25,30,30,0,0,0,85,"YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30; Pose: CAN_CUU_GIUP, không cộng điểm cử chỉ",85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,dangerous_motionless,none,roi_disabled,CAN_CUU_GIUP,truc co the nam ngang;than nguoi nam ngang;bat dong;nam lau,,,Open-Meteo,Hà Nội,30.3,70,10.6,10,0.0,16,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_102735_ID31_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_102735_ID31_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_102735_ID31_AUTO_DANGER.mp4,DANGER_ALERT
20260612_103059_ID48_AUTO_DANGER,2026-06-12 10:30:59,48,AUTO_DANGER,victim,1.000,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,30,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,stable,two_hands_raised,roi_disabled,BINH_THUONG,co the ngoi: dui ngan du thay co chan,,,Open-Meteo,Hà Nội,30.3,70,10.6,10,0.0,16,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_103059_ID48_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_103059_ID48_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_103059_ID48_AUTO_DANGER.mp4,DANGER_ALERT
20260612_103148_ID81_AUTO_DANGER,2026-06-12 10:31:48,81,AUTO_DANGER,victim,1.000,NGUY_HIEM,NGHI NẠN NHÂN,25,30,30,0,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,dangerous_motionless,none,roi_disabled,BINH_THUONG,co the ngoi: dui ngan du thay co chan,,,Open-Meteo,Hà Nội,30.3,70,10.6,10,0.0,16,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_103148_ID81_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_103148_ID81_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_103148_ID81_AUTO_DANGER.mp4,DANGER_ALERT
20260612_104625_ID3_OPERATOR_TRACK_MORE,2026-06-12 10:46:25,3,OPERATOR_TRACK_MORE,normal_person,0.848,BINH_THUONG,BÌNH THƯỜNG,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,TRACK_MORE,NORMAL,NORMAL,0,NORMAL,sitting,stable,none,roi_disabled,BINH_THUONG,dang ngoi: chan gap,,,Open-Meteo,Hà Nội,30.5,71,11.0,10,0.0,16,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",TRACK_MORE,,,,TRACKING
20260612_105527_ID1_AUTO_DANGER,2026-06-12 10:55:27,1,AUTO_DANGER,victim,0.907,NGUY_HIEM,NGHI NẠN NHÂN,25,30,30,0,0,0,85,"YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Chuyển động: bất động lâu +30; Pose: CAN_CUU_GIUP, không cộng điểm cử chỉ",85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,dangerous_motionless,none,roi_disabled,CAN_CUU_GIUP,than nguoi nam ngang;gap nguoi/sup do;bat dong;nam lau,,,Open-Meteo,Hà Nội,30.5,71,11.0,10,0.0,16,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_105527_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_105527_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_105527_ID1_AUTO_DANGER.mp4,DANGER_ALERT
20260612_110643_ID113_OPERATOR_TRACK_MORE,2026-06-12 11:06:43,113,OPERATOR_TRACK_MORE,normal_person,0.904,BINH_THUONG,BÌNH THƯỜNG,0,0,0,0,0,0,0,Không có dấu hiệu nguy hiểm rõ ràng,0,0,NORMAL,TRACK_MORE,NORMAL,NORMAL,0,NORMAL,sitting,slight_motion,none,roi_disabled,BINH_THUONG,,,,Open-Meteo,Hà Nội,30.6,71,11.2,10,0.0,16,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",TRACK_MORE,,,,TRACKING
20260612_110800_ID133_OPERATOR_TRACK_MORE,2026-06-12 11:08:00,133,OPERATOR_TRACK_MORE,victim,0.585,NGHI_NAN_NHAN,NGHI NẠN NHÂN,8,30,0,30,0,0,68,YOLO phát hiện lying_person +8; Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay +30,68,68,WARNING,TRACK_MORE,WARNING,WARNING,68,WARNING,lying_or_fallen,moving,two_hands_raised,roi_disabled,CAN_CUU_GIUP,2 tay gio len;2 tay vay cau cuu;dang ngoi: chan gap;cui gap,,,Open-Meteo,Hà Nội,30.6,71,11.2,10,0.0,16,0.0,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",TRACK_MORE,,,,WARNING
20260612_171359_ID1_AUTO_DANGER,2026-06-12 17:13:59,1,AUTO_DANGER,victim,0.958,NGUY_HIEM,NGHI NẠN NHÂN,25,30,0,30,0,0,85,YOLO phát hiện lying_person +25; Tư thế: nghi nằm/ngã +30; Cử chỉ: giơ 2 tay +30,85,85,DANGER,DANGER,DANGER,DANGER,85,DANGER,lying_or_fallen,slight_motion,two_hands_raised,roi_disabled,NGHI_NGO,2 tay gio len,,,Open-Meteo,Hà Nội,29.9,83,10.8,14,0.8,15,0.8,CẢNH BÁO GIÓ,"Gió mạnh, không nên bay drone nhẹ",AUTO,D:\ĐATN\AI YOLO\canh_bao_full\20260612_171359_ID1_AUTO_DANGER_full.jpg,D:\ĐATN\AI YOLO\canh_bao_crop\20260612_171359_ID1_AUTO_DANGER_crop.jpg,D:\ĐATN\AI YOLO\canh_bao_video\event_20260612_171359_ID1_AUTO_DANGER.mp4,DANGER_ALERT
